,....Quezon,4946,2979,7925,5527,6076,11603,19528,4556,2749,7305,4916,4934,9850,17155
,....Rizal,152.65,154.4,307.05,336.05,305.75,641.8,948.85,82,131,213,172,125,297,510
,..MIMAROPA REGION,10859,8315,19174,6865,4373,11238,30412,10685,7642,18327,5980,3924,9904,28231
,....Marinduque,40,38,78,122,89,211,289,57,36,93,147,120,267,360
,....Occidental Mindoro,8928,7522,16450,2546,1414,3960,20410,8790,6600,15390,2582,1142,3724,19114
,....Oriental Mindoro,160,301,461,709,648,1357,1818,138,256,394,594,677,1271,1665
,....Palawan,1649,395,2044,3039,2055,5094,7138,1636,592,2228,2280,1907,4187,6415
,....Romblon,82,59,141,449,167,616,757,64,158,222,377,78,455,677
,..REGION V (BICOL REGION),27525,29339.99,56864.99,31770,18350,50120,106984.99,29486,29487.38,58973.38,31939.39,18017.1,49956.49,108929.87
,....Albay,2872,9569,12441,3802,4070,7872,20313,3025,9819,12844,3877,3978,7855,20699
,....Camarines Norte,300,357,657,295,100,395,1052,319,347,666,265,98,363,1029
,....Camarines Sur,8440,15405,23845,13799,8946,22745,46590,9805,15369,25174,13475,9189,22664,47838
,....Catanduanes,34,119.99,153.99,193,327,520,673.99,83,63.38,146.38,176.39,89.1,265.49,411.87
,....Masbate,15843,3841,19684,13630,4818,18448,38132,16207,3840,20047,14092,4583,18675,38722
,....Sorsogon,36,48,84,51,89,140,224,47,49,96,54,80,134,230
,..REGION VI (WESTERN VISAYAS),29524,13051,42575,45671,21231,66902,109477,30290,14496,44786,48574,20845.9,69419.9,114205.9
,....Aklan,214,496,710,434,312,746,1456,195,464,659,412,296,708,1367
,....Antique,745,955,1700,521,65,586,2286,672,964,1636,476,57.9,533.9,2169.9
,....Capiz,5562,2267,7829,6200,1286,7486,15315,5160,2013,7173,6383,1384,7767,14940
,....Guimaras,65,12,77,468,104,572,649,63,26,89,439,125,564,653
,....Iloilo,6938,1911,8849,8698,2394,11092,19941,9667,2929,12596,11814,1783,13597,26193
,....Negros Occidental,16000,7410,23410,29350,17070,46420,69830,14533,8100,22633,29050,17200,46250,68883
,..REGION VII (CENTRAL VISAYAS),19787,5617,25404,77579,34426,112005,137409,21195,5456,26651,69160,31182,100342,126993
,....Bohol,2222,625,2847,5928,2485,8413,11260,1629,575,2204,7134,918,8052,10256
,....Cebu,9004,2694,11698,38953,15393,54346,66044,8838,2333,11171,31160,12498,43658,54829
,....Negros Oriental,8199,2286,10485,29348,15998,45346,55831,9950,2365,12315,27446,17298,44744,57059
,....Siquijor,362,12,374,3350,550,3900,4274,778,183,961,3420,468,3888,4849
,..REGION VIII (EASTERN VISAYAS),7386,15838,23224,13638,15212,28850,52074,6269,13677.67,19946.67,12553.33,12454.2,25007.53,44954.2
,....Biliran,94,145,239,76,178,254,493,84,137,221,77,182,259,480
,....Eastern Samar,58,41,99,30,47,77,176,57,55,112,33,45,78,190
,....Leyte,5486,10330,15816,9155,11220,20375,36191,4401,8200,12601,8060,8307,16367,28968
,....Northern Samar,1238,2260,3498,2426,1651,4077,7575,1237,2237,3474,2437,1645.2,4082.2,7556.2
,....Samar,333,2957,3290,1714,1226,2940,6230,315,2924,3239,1714,1250,2964,6203
,....Southern Leyte,177,105,282,237,890,1127,1409,175,124.67,299.67,232.33,1025,1257.33,1557
,..REGION IX (ZAMBOANGA PENINSULA),25786.53,9853,35639.53,59076.4,21669.88,80746.28,116385.81,28870,9433.4,38303.4,63008.5,24713,87721.5,126024.9
,....Zamboanga del Norte,6113.03,1370,7483.03,21788.45,7670,29458.45,36941.48,6883,1834.4,8717.4,20644,9493,30137,38854.4
,....Zamboanga del Sur,16012,6235,22247,29333.95,10145.19,39479.14,61726.14,19106,6287,25393,36863,12953,49816,75209
,....Zamboanga Sibugay,2850,1423,4273,5446,2277,7723,11996,2881,1312,4193,5501.5,2267,7768.5,11961.5
,....Zamboanga City,811.5,825,1636.5,2508,1577.69,4085.69,5722.19,0,0,0,0,0,0,0
,..REGION X (NORTHERN MINDANAO),102601.25,22749,125350.25,138581,107954,246535,371885.25,89130.23,27907.5,117037.73,139038.2,128789.03,267827.23,384864.96
,....Bukidnon,58961.25,11500,70461.25,62857,58022,120879,191340.25,59432.23,11720,71152.23,61597.2,76629.03,138226.23,209378.46
,....Camiguin,70,105,175,75,80,155,330,80,87,167,92,64,156,323
,....Lanao del Norte,27165,9564,36729,44910,28200,73110,109839,11603,11730,23333,48009,31072,79081,102414
,....Misamis Occidental,5510,622,6132,12150,9320,21470,27602,5764,639.5,6403.5,11400,9083,20483,26886.5
,....Misamis Oriental,10895,958,11853,18589,12332,30921,42774,12251,3731,15982,17940,11941,29881,45863
,..REGION XI (DAVAO REGION),37971,32031,70002,46000.5,53315.89,99316.39,169318.39,39468,36135,75603,45582,54110,99692,175295
,....Davao de Oro (Compostela Valley),7878,7977,15855,11592,10444,22036,37891,7257,8977,16234,12060,10122,22182,38416
,....Davao del Norte,3900,4525,8425,5038,4881,9919,18344,4099,6021,10120,5000,9048,14048,24168
,....Davao del Sur,7638,5138,12776,7009,7157,14166,26942,10214,8306,18520,9850,7893,17743,36263
,....Davao Occidental,7492,3947,11439,6387.5,9323.89,15711.39,27150.39,8875,4515,13390,6072,9734,15806,29196
,....Davao Oriental,8635,7638,16273,12598,17469,30067,46340,9023,8316,17339,12600,17313,29913,47252
,....City of Davao,2428,2806,5234,3376,4041,7417,12651,0,0,0,0,0,0,0
,..REGION XII (SOCCSKSARGEN),100017.01,31379.48,131396.49,136223,120950,257173,388569.49,100901,41841,142742,131305,123316,254621,397363
,....Cotabato (North Cotabato),27120,6988,34108,37823,28485,66308,100416,30663,9330,39993,39591,29445,69036,109029
,....Sarangani,11355,4850.48,16205.48,25644,23240,48884,65089.48,13269,4925,18194,25234,24386,49620,67814
,....South Cotabato,31474,11109,42583,48384,41526,89910,132493,30959,18642,49601,41650,40307,81957,131558
,....Sultan Kudarat,30068.01,8432,38500.01,24372,27699,52071,90571.01,26010,8944,34954,24830,29178,54008,88962
,..REGION XIII (CARAGA),2549,9729,12278,12517,19755,32272,44550,1771,4343,6114,15023,19796,34819,40933
,....Agusan del Norte,1007,697,1704,1314,473,1787,3491,937,662,1599,1640,1899,3539,5138
,....Agusan del Sur,1350,8720,10070,8185,17215,25400,35470,600,3318,3918,9827,15945,25772,29690
,....Dinagat Islands,23,64,87,47,29,76,163,30,59,89,55,26,81,170
,....Surigao del Norte,48,135,183,354,275,629,812,55,160,215,368,298,666,881
,....Surigao del Sur,121,113,234,2617,1763,4380,4614,149,144,293,3133,1628,4761,5054
,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),101584,45534.24,147118.24,151629.16,67122.51,218751.67,365869.91,95613.3,53794.64,149407.94,135232,66289.25,201521.25,350929.19
,....Basilan,150,20,170,100,116,216,386,150,50,200,82,100,182,382
,....Lanao del Sur,34185,21864,56049,83994,32294,116288,172337,34186.5,21858,56044.5,86503,32295,118798,174842.5
,....Maguindanao,66900,23080.24,89980.24,66757.28,34208.51,100965.79,190946.03,60870.8,31282.64,92153.44,47859,33284.25,81143.25,173296.69
,....Sulu,146,320,466,549.88,303,852.88,1318.88,160,360,520,560,409,969,1489
,....Tawi-tawi,203,250,453,228,201,429,882,246,244,490,228,201,429,919
